geoName,geoCode,value,topic,date
Columbus GA,522,0,Disabilities,2020-09-11
Dothan AL,606,0,Disabilities,2020-09-11
Jacksonville FL,561,0,Disabilities,2020-09-11
Macon GA,503,0,Disabilities,2020-09-11
Savannah GA,507,0,Disabilities,2020-09-11
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-09-11
Albany GA,525,0,Disabilities,2020-09-12
Atlanta GA,524,100,Disabilities,2020-09-12
Augusta GA,520,0,Disabilities,2020-09-12
Chattanooga TN,575,0,Disabilities,2020-09-12
Columbus GA,522,0,Disabilities,2020-09-12
Dothan AL,606,0,Disabilities,2020-09-12
Jacksonville FL,561,0,Disabilities,2020-09-12
Macon GA,503,0,Disabilities,2020-09-12
Savannah GA,507,0,Disabilities,2020-09-12
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-09-12
Albany GA,525,0,Disabilities,2020-09-13
Atlanta GA,524,100,Disabilities,2020-09-13
Augusta GA,520,0,Disabilities,2020-09-13
Chattanooga TN,575,0,Disabilities,2020-09-13
Columbus GA,522,0,Disabilities,2020-09-13
Dothan AL,606,0,Disabilities,2020-09-13
Jacksonville FL,561,0,Disabilities,2020-09-13
Macon GA,503,0,Disabilities,2020-09-13
Savannah GA,507,0,Disabilities,2020-09-13
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-09-13
Albany GA,525,0,Disabilities,2020-09-14
Atlanta GA,524,11,Disabilities,2020-09-14
Augusta GA,520,0,Disabilities,2020-09-14
Chattanooga TN,575,0,Disabilities,2020-09-14
Columbus GA,522,0,Disabilities,2020-09-14
Dothan AL,606,0,Disabilities,2020-09-14
Jacksonville FL,561,0,Disabilities,2020-09-14
Macon GA,503,100,Disabilities,2020-09-14
Savannah GA,507,0,Disabilities,2020-09-14
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-09-14
Albany GA,525,0,Disabilities,2020-09-15
Atlanta GA,524,0,Disabilities,2020-09-15
Augusta GA,520,0,Disabilities,2020-09-15
Chattanooga TN,575,0,Disabilities,2020-09-15
Columbus GA,522,0,Disabilities,2020-09-15
Dothan AL,606,0,Disabilities,2020-09-15
Jacksonville FL,561,0,Disabilities,2020-09-15
Macon GA,503,0,Disabilities,2020-09-15
Savannah GA,507,0,Disabilities,2020-09-15
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-09-15
Albany GA,525,0,Disabilities,2020-09-16
Atlanta GA,524,100,Disabilities,2020-09-16
Augusta GA,520,0,Disabilities,2020-09-16
Chattanooga TN,575,0,Disabilities,2020-09-16
Columbus GA,522,0,Disabilities,2020-09-16
Dothan AL,606,0,Disabilities,2020-09-16
Jacksonville FL,561,0,Disabilities,2020-09-16
Macon GA,503,0,Disabilities,2020-09-16
Savannah GA,507,0,Disabilities,2020-09-16
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-09-16
Albany GA,525,0,Disabilities,2020-09-17
Atlanta GA,524,26,Disabilities,2020-09-17
Augusta GA,520,0,Disabilities,2020-09-17
Chattanooga TN,575,100,Disabilities,2020-09-17
Columbus GA,522,0,Disabilities,2020-09-17
Dothan AL,606,0,Disabilities,2020-09-17
Jacksonville FL,561,0,Disabilities,2020-09-17
Macon GA,503,0,Disabilities,2020-09-17
Savannah GA,507,0,Disabilities,2020-09-17
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-09-17
Albany GA,525,0,Disabilities,2020-09-18
Atlanta GA,524,30,Disabilities,2020-09-18
Augusta GA,520,100,Disabilities,2020-09-18
Chattanooga TN,575,0,Disabilities,2020-09-18
Columbus GA,522,0,Disabilities,2020-09-18
Dothan AL,606,0,Disabilities,2020-09-18
Jacksonville FL,561,0,Disabilities,2020-09-18
Macon GA,503,0,Disabilities,2020-09-18
Savannah GA,507,0,Disabilities,2020-09-18
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-09-18
Albany GA,525,0,Disabilities,2020-09-19
Atlanta GA,524,5,Disabilities,2020-09-19
Augusta GA,520,0,Disabilities,2020-09-19
Chattanooga TN,575,0,Disabilities,2020-09-19
Columbus GA,522,100,Disabilities,2020-09-19
Dothan AL,606,0,Disabilities,2020-09-19
Jacksonville FL,561,0,Disabilities,2020-09-19
Macon GA,503,0,Disabilities,2020-09-19
Savannah GA,507,0,Disabilities,2020-09-19
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-09-19
Albany GA,525,0,Disabilities,2020-09-20
Atlanta GA,524,11,Disabilities,2020-09-20
Augusta GA,520,0,Disabilities,2020-09-20
Chattanooga TN,575,0,Disabilities,2020-09-20
Columbus GA,522,100,Disabilities,2020-09-20
Dothan AL,606,0,Disabilities,2020-09-20
Jacksonville FL,561,0,Disabilities,2020-09-20
Macon GA,503,0,Disabilities,2020-09-20
Savannah GA,507,0,Disabilities,2020-09-20
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-09-20
Albany GA,525,100,Disabilities,2020-09-21
Atlanta GA,524,3,Disabilities,2020-09-21
Augusta GA,520,49,Disabilities,2020-09-21
Chattanooga TN,575,34,Disabilities,2020-09-21
Columbus GA,522,0,Disabilities,2020-09-21
Dothan AL,606,0,Disabilities,2020-09-21
Jacksonville FL,561,0,Disabilities,2020-09-21
Macon GA,503,0,Disabilities,2020-09-21
Savannah GA,507,0,Disabilities,2020-09-21
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-09-21
Albany GA,525,0,Disabilities,2020-09-22
Atlanta GA,524,18,Disabilities,2020-09-22
Augusta GA,520,100,Disabilities,2020-09-22
Chattanooga TN,575,69,Disabilities,2020-09-22
Columbus GA,522,0,Disabilities,2020-09-22
Dothan AL,606,0,Disabilities,2020-09-22
Jacksonville FL,561,0,Disabilities,2020-09-22
Macon GA,503,0,Disabilities,2020-09-22
Savannah GA,507,0,Disabilities,2020-09-22
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-09-22
Albany GA,525,100,Disabilities,2020-09-23
Atlanta GA,524,12,Disabilities,2020-09-23
Augusta GA,520,0,Disabilities,2020-09-23
Chattanooga TN,575,0,Disabilities,2020-09-23
Columbus GA,522,0,Disabilities,2020-09-23
Dothan AL,606,0,Disabilities,2020-09-23
Jacksonville FL,561,0,Disabilities,2020-09-23
Macon GA,503,56,Disabilities,2020-09-23
Savannah GA,507,0,Disabilities,2020-09-23
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-09-23
Albany GA,525,0,Disabilities,2020-09-24
Atlanta GA,524,3,Disabilities,2020-09-24
Augusta GA,520,90,Disabilities,2020-09-24
Chattanooga TN,575,0,Disabilities,2020-09-24
Columbus GA,522,0,Disabilities,2020-09-24
Dothan AL,606,0,Disabilities,2020-09-24
Jacksonville FL,561,0,Disabilities,2020-09-24
Macon GA,503,100,Disabilities,2020-09-24
Savannah GA,507,0,Disabilities,2020-09-24
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-09-24
Albany GA,525,0,Disabilities,2020-09-25
Atlanta GA,524,6,Disabilities,2020-09-25
Augusta GA,520,87,Disabilities,2020-09-25
Chattanooga TN,575,0,Disabilities,2020-09-25
Columbus GA,522,0,Disabilities,2020-09-25
Dothan AL,606,0,Disabilities,2020-09-25
Jacksonville FL,561,0,Disabilities,2020-09-25
Macon GA,503,100,Disabilities,2020-09-25
Savannah GA,507,0,Disabilities,2020-09-25
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-09-25
Albany GA,525,0,Disabilities,2020-09-26
Atlanta GA,524,5,Disabilities,2020-09-26
Augusta GA,520,0,Disabilities,2020-09-26
Chattanooga TN,575,0,Disabilities,2020-09-26
Columbus GA,522,0,Disabilities,2020-09-26
Dothan AL,606,0,Disabilities,2020-09-26
Jacksonville FL,561,0,Disabilities,2020-09-26
Macon GA,503,100,Disabilities,2020-09-26
Savannah GA,507,0,Disabilities,2020-09-26
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-09-26
Albany GA,525,0,Disabilities,2020-09-27
Atlanta GA,524,17,Disabilities,2020-09-27
Augusta GA,520,0,Disabilities,2020-09-27
Chattanooga TN,575,0,Disabilities,2020-09-27
Columbus GA,522,0,Disabilities,2020-09-27
Dothan AL,606,0,Disabilities,2020-09-27
Jacksonville FL,561,0,Disabilities,2020-09-27
Macon GA,503,100,Disabilities,2020-09-27
Savannah GA,507,0,Disabilities,2020-09-27
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-09-27
Albany GA,525,0,Disabilities,2020-09-28
Atlanta GA,524,29,Disabilities,2020-09-28
Augusta GA,520,0,Disabilities,2020-09-28
Chattanooga TN,575,0,Disabilities,2020-09-28
Columbus GA,522,0,Disabilities,2020-09-28
Dothan AL,606,0,Disabilities,2020-09-28
Jacksonville FL,561,0,Disabilities,2020-09-28
Macon GA,503,0,Disabilities,2020-09-28
Savannah GA,507,100,Disabilities,2020-09-28
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-09-28
Albany GA,525,0,Disabilities,2020-09-29
Atlanta GA,524,9,Disabilities,2020-09-29
Augusta GA,520,0,Disabilities,2020-09-29
Chattanooga TN,575,0,Disabilities,2020-09-29
Columbus GA,522,0,Disabilities,2020-09-29
Dothan AL,606,0,Disabilities,2020-09-29
Jacksonville FL,561,47,Disabilities,2020-09-29
Macon GA,503,0,Disabilities,2020-09-29
Savannah GA,507,100,Disabilities,2020-09-29
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-09-29
Albany GA,525,100,Disabilities,2020-09-30
Atlanta GA,524,0,Disabilities,2020-09-30
Augusta GA,520,0,Disabilities,2020-09-30
Chattanooga TN,575,0,Disabilities,2020-09-30
Columbus GA,522,0,Disabilities,2020-09-30
Dothan AL,606,0,Disabilities,2020-09-30
Jacksonville FL,561,0,Disabilities,2020-09-30
Macon GA,503,53,Disabilities,2020-09-30
Savannah GA,507,0,Disabilities,2020-09-30
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-09-30
Albany GA,525,0,Foster Care,2020-09-01
Atlanta GA,524,58,Foster Care,2020-09-01
Augusta GA,520,79,Foster Care,2020-09-01
Chattanooga TN,575,0,Foster Care,2020-09-01
Columbus GA,522,0,Foster Care,2020-09-01
Dothan AL,606,0,Foster Care,2020-09-01
Jacksonville FL,561,24,Foster Care,2020-09-01
Macon GA,503,0,Foster Care,2020-09-01
Savannah GA,507,100,Foster Care,2020-09-01
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-09-01
Albany GA,525,100,Foster Care,2020-09-02
Atlanta GA,524,37,Foster Care,2020-09-02
Augusta GA,520,0,Foster Care,2020-09-02
Chattanooga TN,575,0,Foster Care,2020-09-02
Columbus GA,522,0,Foster Care,2020-09-02
Dothan AL,606,0,Foster Care,2020-09-02
Jacksonville FL,561,0,Foster Care,2020-09-02
Macon GA,503,56,Foster Care,2020-09-02
Savannah GA,507,0,Foster Care,2020-09-02
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-09-02
Albany GA,525,100,Foster Care,2020-09-03
Atlanta GA,524,41,Foster Care,2020-09-03
Augusta GA,520,0,Foster Care,2020-09-03
Chattanooga TN,575,0,Foster Care,2020-09-03
Columbus GA,522,0,Foster Care,2020-09-03
Dothan AL,606,0,Foster Care,2020-09-03
Jacksonville FL,561,0,Foster Care,2020-09-03
Macon GA,503,0,Foster Care,2020-09-03
Savannah GA,507,0,Foster Care,2020-09-03
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-09-03
Albany GA,525,0,Foster Care,2020-09-04
Atlanta GA,524,37,Foster Care,2020-09-04
Augusta GA,520,86,Foster Care,2020-09-04
Chattanooga TN,575,0,Foster Care,2020-09-04
Columbus GA,522,0,Foster Care,2020-09-04
Dothan AL,606,0,Foster Care,2020-09-04
Jacksonville FL,561,0,Foster Care,2020-09-04
Macon GA,503,100,Foster Care,2020-09-04
Savannah GA,507,56,Foster Care,2020-09-04
Tallahassee FL-Thomasville GA,530,79,Foster Care,2020-09-04
Albany GA,525,0,Foster Care,2020-09-05
Atlanta GA,524,100,Foster Care,2020-09-05
Augusta GA,520,0,Foster Care,2020-09-05
Chattanooga TN,575,0,Foster Care,2020-09-05
Columbus GA,522,0,Foster Care,2020-09-05
Dothan AL,606,0,Foster Care,2020-09-05
Jacksonville FL,561,0,Foster Care,2020-09-05
Macon GA,503,0,Foster Care,2020-09-05
Savannah GA,507,0,Foster Care,2020-09-05
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-09-05
Albany GA,525,0,Foster Care,2020-09-06
Atlanta GA,524,90,Foster Care,2020-09-06
Augusta GA,520,0,Foster Care,2020-09-06
Chattanooga TN,575,0,Foster Care,2020-09-06
Columbus GA,522,0,Foster Care,2020-09-06
Dothan AL,606,0,Foster Care,2020-09-06
Jacksonville FL,561,0,Foster Care,2020-09-06
Macon GA,503,100,Foster Care,2020-09-06
Savannah GA,507,57,Foster Care,2020-09-06
Tallahassee FL-Thomasville GA,530,82,Foster Care,2020-09-06
Albany GA,525,0,Foster Care,2020-09-07
Atlanta GA,524,95,Foster Care,2020-09-07
Augusta GA,520,100,Foster Care,2020-09-07
Chattanooga TN,575,0,Foster Care,2020-09-07
Columbus GA,522,0,Foster Care,2020-09-07
Dothan AL,606,0,Foster Care,2020-09-07
Jacksonville FL,561,31,Foster Care,2020-09-07
Macon GA,503,0,Foster Care,2020-09-07
Savannah GA,507,65,Foster Care,2020-09-07
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-09-07
Albany GA,525,0,Foster Care,2020-09-08
Atlanta GA,524,100,Foster Care,2020-09-08
Augusta GA,520,0,Foster Care,2020-09-08
Chattanooga TN,575,0,Foster Care,2020-09-08
Columbus GA,522,0,Foster Care,2020-09-08
Dothan AL,606,0,Foster Care,2020-09-08
Jacksonville FL,561,30,Foster Care,2020-09-08
Macon GA,503,0,Foster Care,2020-09-08
Savannah GA,507,62,Foster Care,2020-09-08
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-09-08
Albany GA,525,0,Foster Care,2020-09-09
Atlanta GA,524,100,Foster Care,2020-09-09
Augusta GA,520,0,Foster Care,2020-09-09
Chattanooga TN,575,0,Foster Care,2020-09-09
Columbus GA,522,0,Foster Care,2020-09-09
Dothan AL,606,0,Foster Care,2020-09-09
Jacksonville FL,561,0,Foster Care,2020-09-09
Macon GA,503,0,Foster Care,2020-09-09
Savannah GA,507,74,Foster Care,2020-09-09
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-09-09
Albany GA,525,0,Foster Care,2020-09-10
Atlanta GA,524,39,Foster Care,2020-09-10
Augusta GA,520,0,Foster Care,2020-09-10
Chattanooga TN,575,0,Foster Care,2020-09-10
Columbus GA,522,0,Foster Care,2020-09-10
Dothan AL,606,0,Foster Care,2020-09-10
Jacksonville FL,561,18,Foster Care,2020-09-10
Macon GA,503,0,Foster Care,2020-09-10
Savannah GA,507,0,Foster Care,2020-09-10
Tallahassee FL-Thomasville GA,530,100,Foster Care,2020-09-10
Albany GA,525,0,Foster Care,2020-09-11
Atlanta GA,524,62,Foster Care,2020-09-11
Augusta GA,520,0,Foster Care,2020-09-11
Chattanooga TN,575,0,Foster Care,2020-09-11
Columbus GA,522,100,Foster Care,2020-09-11
Dothan AL,606,0,Foster Care,2020-09-11
Jacksonville FL,561,14,Foster Care,2020-09-11
Macon GA,503,0,Foster Care,2020-09-11
Savannah GA,507,56,Foster Care,2020-09-11
Tallahassee FL-Thomasville GA,530,38,Foster Care,2020-09-11
Albany GA,525,0,Foster Care,2020-09-12
Atlanta GA,524,57,Foster Care,2020-09-12
Augusta GA,520,0,Foster Care,2020-09-12
Chattanooga TN,575,55,Foster Care,2020-09-12
Columbus GA,522,0,Foster Care,2020-09-12
Dothan AL,606,0,Foster Care,2020-09-12
Jacksonville FL,561,0,Foster Care,2020-09-12
Macon GA,503,0,Foster Care,2020-09-12
Savannah GA,507,100,Foster Care,2020-09-12
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-09-12
Albany GA,525,0,Foster Care,2020-09-13
Atlanta GA,524,39,Foster Care,2020-09-13
Augusta GA,520,87,Foster Care,2020-09-13
Chattanooga TN,575,0,Foster Care,2020-09-13
Columbus GA,522,100,Foster Care,2020-09-13
Dothan AL,606,0,Foster Care,2020-09-13
Jacksonville FL,561,14,Foster Care,2020-09-13
Macon GA,503,0,Foster Care,2020-09-13
Savannah GA,507,29,Foster Care,2020-09-13
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-09-13
Albany GA,525,100,Foster Care,2020-09-14
Atlanta GA,524,33,Foster Care,2020-09-14
Augusta GA,520,49,Foster Care,2020-09-14
Chattanooga TN,575,0,Foster Care,2020-09-14
Columbus GA,522,53,Foster Care,2020-09-14
Dothan AL,606,0,Foster Care,2020-09-14
Jacksonville FL,561,0,Foster Care,2020-09-14
Macon GA,503,56,Foster Care,2020-09-14
Savannah GA,507,96,Foster Care,2020-09-14
Tallahassee FL-Thomasville GA,530,41,Foster Care,2020-09-14
Albany GA,525,0,Foster Care,2020-09-15
Atlanta GA,524,47,Foster Care,2020-09-15
Augusta GA,520,0,Foster Care,2020-09-15
Chattanooga TN,575,0,Foster Care,2020-09-15
Columbus GA,522,48,Foster Care,2020-09-15
Dothan AL,606,0,Foster Care,2020-09-15
Jacksonville FL,561,14,Foster Care,2020-09-15
Macon GA,503,100,Foster Care,2020-09-15
Savannah GA,507,57,Foster Care,2020-09-15
Tallahassee FL-Thomasville GA,530,36,Foster Care,2020-09-15
Albany GA,525,0,Foster Care,2020-09-16
Atlanta GA,524,41,Foster Care,2020-09-16
Augusta GA,520,43,Foster Care,2020-09-16
Chattanooga TN,575,0,Foster Care,2020-09-16
Columbus GA,522,0,Foster Care,2020-09-16
Dothan AL,606,0,Foster Care,2020-09-16
Jacksonville FL,561,29,Foster Care,2020-09-16
Macon GA,503,100,Foster Care,2020-09-16
Savannah GA,507,28,Foster Care,2020-09-16
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-09-16
Albany GA,525,0,Foster Care,2020-09-17
Atlanta GA,524,57,Foster Care,2020-09-17
Augusta GA,520,0,Foster Care,2020-09-17
Chattanooga TN,575,100,Foster Care,2020-09-17
Columbus GA,522,0,Foster Care,2020-09-17
Dothan AL,606,0,Foster Care,2020-09-17
Jacksonville FL,561,0,Foster Care,2020-09-17
Macon GA,503,0,Foster Care,2020-09-17
Savannah GA,507,46,Foster Care,2020-09-17
Tallahassee FL-Thomasville GA,530,62,Foster Care,2020-09-17
Albany GA,525,0,Foster Care,2020-09-18
Atlanta GA,524,45,Foster Care,2020-09-18
Augusta GA,520,56,Foster Care,2020-09-18
Chattanooga TN,575,79,Foster Care,2020-09-18
Columbus GA,522,0,Foster Care,2020-09-18
Dothan AL,606,0,Foster Care,2020-09-18
Jacksonville FL,561,0,Foster Care,2020-09-18
Macon GA,503,0,Foster Care,2020-09-18
Savannah GA,507,36,Foster Care,2020-09-18
Tallahassee FL-Thomasville GA,530,100,Foster Care,2020-09-18
Albany GA,525,100,Foster Care,2020-09-19
Atlanta GA,524,40,Foster Care,2020-09-19
Augusta GA,520,45,Foster Care,2020-09-19
Chattanooga TN,575,32,Foster Care,2020-09-19
Columbus GA,522,0,Foster Care,2020-09-19
Dothan AL,606,0,Foster Care,2020-09-19
Jacksonville FL,561,0,Foster Care,2020-09-19
Macon GA,503,0,Foster Care,2020-09-19
Savannah GA,507,29,Foster Care,2020-09-19
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-09-19
Albany GA,525,0,Foster Care,2020-09-20
Atlanta GA,524,100,Foster Care,2020-09-20
Augusta GA,520,0,Foster Care,2020-09-20
Chattanooga TN,575,0,Foster Care,2020-09-20
Columbus GA,522,0,Foster Care,2020-09-20
Dothan AL,606,0,Foster Care,2020-09-20
Jacksonville FL,561,0,Foster Care,2020-09-20
Macon GA,503,0,Foster Care,2020-09-20
Savannah GA,507,0,Foster Care,2020-09-20
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-09-20
Albany GA,525,100,Foster Care,2020-09-21
Atlanta GA,524,24,Foster Care,2020-09-21
Augusta GA,520,0,Foster Care,2020-09-21
Chattanooga TN,575,34,Foster Care,2020-09-21
Columbus GA,522,0,Foster Care,2020-09-21
Dothan AL,606,0,Foster Care,2020-09-21
Jacksonville FL,561,0,Foster Care,2020-09-21
Macon GA,503,0,Foster Care,2020-09-21
Savannah GA,507,0,Foster Care,2020-09-21
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-09-21
Albany GA,525,0,Foster Care,2020-09-22
Atlanta GA,524,29,Foster Care,2020-09-22
Augusta GA,520,47,Foster Care,2020-09-22
Chattanooga TN,575,33,Foster Care,2020-09-22
Columbus GA,522,100,Foster Care,2020-09-22
Dothan AL,606,0,Foster Care,2020-09-22
Jacksonville FL,561,15,Foster Care,2020-09-22
Macon GA,503,0,Foster Care,2020-09-22
Savannah GA,507,89,Foster Care,2020-09-22
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-09-22
Albany GA,525,0,Foster Care,2020-09-23
Atlanta GA,524,54,Foster Care,2020-09-23
Augusta GA,520,0,Foster Care,2020-09-23
Chattanooga TN,575,0,Foster Care,2020-09-23
Columbus GA,522,0,Foster Care,2020-09-23
Dothan AL,606,0,Foster Care,2020-09-23
Jacksonville FL,561,0,Foster Care,2020-09-23
Macon GA,503,100,Foster Care,2020-09-23
Savannah GA,507,0,Foster Care,2020-09-23
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-09-23
Albany GA,525,0,Foster Care,2020-09-24
Atlanta GA,524,100,Foster Care,2020-09-24
Augusta GA,520,0,Foster Care,2020-09-24
Chattanooga TN,575,0,Foster Care,2020-09-24
Columbus GA,522,0,Foster Care,2020-09-24
Dothan AL,606,0,Foster Care,2020-09-24
Jacksonville FL,561,47,Foster Care,2020-09-24
Macon GA,503,0,Foster Care,2020-09-24
Savannah GA,507,0,Foster Care,2020-09-24
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-09-24
Albany GA,525,0,Foster Care,2020-09-25
Atlanta GA,524,67,Foster Care,2020-09-25
Augusta GA,520,0,Foster Care,2020-09-25
Chattanooga TN,575,65,Foster Care,2020-09-25
Columbus GA,522,100,Foster Care,2020-09-25
Dothan AL,606,0,Foster Care,2020-09-25
Jacksonville FL,561,28,Foster Care,2020-09-25
Macon GA,503,0,Foster Care,2020-09-25
Savannah GA,507,0,Foster Care,2020-09-25
Tallahassee FL-Thomasville GA,530,82,Foster Care,2020-09-25
Albany GA,525,0,Foster Care,2020-09-26
Atlanta GA,524,44,Foster Care,2020-09-26
Augusta GA,520,42,Foster Care,2020-09-26
Chattanooga TN,575,0,Foster Care,2020-09-26
Columbus GA,522,49,Foster Care,2020-09-26
Dothan AL,606,0,Foster Care,2020-09-26
Jacksonville FL,561,0,Foster Care,2020-09-26
Macon GA,503,100,Foster Care,2020-09-26
Savannah GA,507,29,Foster Care,2020-09-26
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-09-26
Albany GA,525,0,Foster Care,2020-09-27
Atlanta GA,524,60,Foster Care,2020-09-27
Augusta GA,520,76,Foster Care,2020-09-27
Chattanooga TN,575,0,Foster Care,2020-09-27
Columbus GA,522,85,Foster Care,2020-09-27
Dothan AL,606,0,Foster Care,2020-09-27
Jacksonville FL,561,0,Foster Care,2020-09-27
Macon GA,503,0,Foster Care,2020-09-27
Savannah GA,507,100,Foster Care,2020-09-27
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-09-27
Albany GA,525,0,Foster Care,2020-09-28
Atlanta GA,524,48,Foster Care,2020-09-28
Augusta GA,520,0,Foster Care,2020-09-28
Chattanooga TN,575,0,Foster Care,2020-09-28
Columbus GA,522,0,Foster Care,2020-09-28
Dothan AL,606,0,Foster Care,2020-09-28
Jacksonville FL,561,47,Foster Care,2020-09-28
Macon GA,503,0,Foster Care,2020-09-28
Savannah GA,507,100,Foster Care,2020-09-28
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-09-28
Albany GA,525,0,Foster Care,2020-09-29
Atlanta GA,524,76,Foster Care,2020-09-29
Augusta GA,520,75,Foster Care,2020-09-29
Chattanooga TN,575,0,Foster Care,2020-09-29
Columbus GA,522,0,Foster Care,2020-09-29
Dothan AL,606,0,Foster Care,2020-09-29
Jacksonville FL,561,47,Foster Care,2020-09-29
Macon GA,503,84,Foster Care,2020-09-29
Savannah GA,507,100,Foster Care,2020-09-29
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-09-29
Albany GA,525,0,Foster Care,2020-09-30
Atlanta GA,524,11,Foster Care,2020-09-30
Augusta GA,520,0,Foster Care,2020-09-30
Chattanooga TN,575,0,Foster Care,2020-09-30
Columbus GA,522,0,Foster Care,2020-09-30
Dothan AL,606,0,Foster Care,2020-09-30
Jacksonville FL,561,5,Foster Care,2020-09-30
Macon GA,503,100,Foster Care,2020-09-30
Savannah GA,507,35,Foster Care,2020-09-30
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-09-30
Albany GA,525,0,Disabilities,2020-10-01
Atlanta GA,524,13,Disabilities,2020-10-01
Augusta GA,520,100,Disabilities,2020-10-01
Chattanooga TN,575,0,Disabilities,2020-10-01
Columbus GA,522,0,Disabilities,2020-10-01
Dothan AL,606,0,Disabilities,2020-10-01
Jacksonville FL,561,0,Disabilities,2020-10-01
Macon GA,503,0,Disabilities,2020-10-01
Savannah GA,507,0,Disabilities,2020-10-01
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-01
Albany GA,525,0,Disabilities,2020-10-02
Atlanta GA,524,100,Disabilities,2020-10-02
Augusta GA,520,0,Disabilities,2020-10-02
Chattanooga TN,575,0,Disabilities,2020-10-02
Columbus GA,522,0,Disabilities,2020-10-02
Dothan AL,606,0,Disabilities,2020-10-02
Jacksonville FL,561,0,Disabilities,2020-10-02
Macon GA,503,0,Disabilities,2020-10-02
Savannah GA,507,0,Disabilities,2020-10-02
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-02
Albany GA,525,0,Disabilities,2020-10-03
Atlanta GA,524,100,Disabilities,2020-10-03
Augusta GA,520,0,Disabilities,2020-10-03
Chattanooga TN,575,0,Disabilities,2020-10-03
Columbus GA,522,0,Disabilities,2020-10-03
Dothan AL,606,0,Disabilities,2020-10-03
Jacksonville FL,561,0,Disabilities,2020-10-03
Macon GA,503,0,Disabilities,2020-10-03
Savannah GA,507,0,Disabilities,2020-10-03
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-03
Albany GA,525,0,Disabilities,2020-10-04
Atlanta GA,524,100,Disabilities,2020-10-04
Augusta GA,520,0,Disabilities,2020-10-04
Chattanooga TN,575,0,Disabilities,2020-10-04
Columbus GA,522,0,Disabilities,2020-10-04
Dothan AL,606,0,Disabilities,2020-10-04
Jacksonville FL,561,0,Disabilities,2020-10-04
Macon GA,503,0,Disabilities,2020-10-04
Savannah GA,507,0,Disabilities,2020-10-04
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-04
Albany GA,525,0,Disabilities,2020-10-05
Atlanta GA,524,100,Disabilities,2020-10-05
Augusta GA,520,0,Disabilities,2020-10-05
Chattanooga TN,575,0,Disabilities,2020-10-05
Columbus GA,522,0,Disabilities,2020-10-05
Dothan AL,606,0,Disabilities,2020-10-05
Jacksonville FL,561,0,Disabilities,2020-10-05
Macon GA,503,0,Disabilities,2020-10-05
Savannah GA,507,0,Disabilities,2020-10-05
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-05
Albany GA,525,0,Disabilities,2020-10-06
Atlanta GA,524,100,Disabilities,2020-10-06
Augusta GA,520,0,Disabilities,2020-10-06
Chattanooga TN,575,0,Disabilities,2020-10-06
Columbus GA,522,0,Disabilities,2020-10-06
Dothan AL,606,0,Disabilities,2020-10-06
