geoName,geoCode,value,topic,date
Macon GA,503,100,Housing,2020-03-02
Savannah GA,507,28,Housing,2020-03-02
Tallahassee FL-Thomasville GA,530,0,Housing,2020-03-02
Albany GA,525,0,Housing,2020-03-03
Atlanta GA,524,77,Housing,2020-03-03
Augusta GA,520,67,Housing,2020-03-03
Chattanooga TN,575,0,Housing,2020-03-03
Columbus GA,522,37,Housing,2020-03-03
Dothan AL,606,100,Housing,2020-03-03
Jacksonville FL,561,0,Housing,2020-03-03
Macon GA,503,0,Housing,2020-03-03
Savannah GA,507,64,Housing,2020-03-03
Tallahassee FL-Thomasville GA,530,56,Housing,2020-03-03
Albany GA,525,100,Housing,2020-03-04
Atlanta GA,524,59,Housing,2020-03-04
Augusta GA,520,0,Housing,2020-03-04
Chattanooga TN,575,16,Housing,2020-03-04
Columbus GA,522,0,Housing,2020-03-04
Dothan AL,606,0,Housing,2020-03-04
Jacksonville FL,561,8,Housing,2020-03-04
Macon GA,503,27,Housing,2020-03-04
Savannah GA,507,45,Housing,2020-03-04
Tallahassee FL-Thomasville GA,530,0,Housing,2020-03-04
Albany GA,525,100,Housing,2020-03-05
Atlanta GA,524,22,Housing,2020-03-05
Augusta GA,520,11,Housing,2020-03-05
Chattanooga TN,575,8,Housing,2020-03-05
Columbus GA,522,13,Housing,2020-03-05
Dothan AL,606,0,Housing,2020-03-05
Jacksonville FL,561,4,Housing,2020-03-05
Macon GA,503,26,Housing,2020-03-05
Savannah GA,507,22,Housing,2020-03-05
Tallahassee FL-Thomasville GA,530,0,Housing,2020-03-05
Albany GA,525,100,Housing,2020-03-06
Atlanta GA,524,49,Housing,2020-03-06
Augusta GA,520,22,Housing,2020-03-06
Chattanooga TN,575,16,Housing,2020-03-06
Columbus GA,522,0,Housing,2020-03-06
Dothan AL,606,0,Housing,2020-03-06
Jacksonville FL,561,14,Housing,2020-03-06
Macon GA,503,52,Housing,2020-03-06
Savannah GA,507,0,Housing,2020-03-06
Tallahassee FL-Thomasville GA,530,0,Housing,2020-03-06
Albany GA,525,100,Housing,2020-03-07
Atlanta GA,524,17,Housing,2020-03-07
Augusta GA,520,22,Housing,2020-03-07
Chattanooga TN,575,24,Housing,2020-03-07
Columbus GA,522,0,Housing,2020-03-07
Dothan AL,606,0,Housing,2020-03-07
Jacksonville FL,561,7,Housing,2020-03-07
Macon GA,503,13,Housing,2020-03-07
Savannah GA,507,22,Housing,2020-03-07
Tallahassee FL-Thomasville GA,530,0,Housing,2020-03-07
Albany GA,525,100,Housing,2020-03-08
Atlanta GA,524,43,Housing,2020-03-08
Augusta GA,520,15,Housing,2020-03-08
Chattanooga TN,575,0,Housing,2020-03-08
Columbus GA,522,0,Housing,2020-03-08
Dothan AL,606,0,Housing,2020-03-08
Jacksonville FL,561,0,Housing,2020-03-08
Macon GA,503,36,Housing,2020-03-08
Savannah GA,507,50,Housing,2020-03-08
Tallahassee FL-Thomasville GA,530,0,Housing,2020-03-08
Albany GA,525,66,Housing,2020-03-09
Atlanta GA,524,99,Housing,2020-03-09
Augusta GA,520,31,Housing,2020-03-09
Chattanooga TN,575,22,Housing,2020-03-09
Columbus GA,522,38,Housing,2020-03-09
Dothan AL,606,0,Housing,2020-03-09
Jacksonville FL,561,10,Housing,2020-03-09
Macon GA,503,0,Housing,2020-03-09
Savannah GA,507,100,Housing,2020-03-09
Tallahassee FL-Thomasville GA,530,52,Housing,2020-03-09
Albany GA,525,100,Housing,2020-03-10
Atlanta GA,524,45,Housing,2020-03-10
Augusta GA,520,45,Housing,2020-03-10
Chattanooga TN,575,15,Housing,2020-03-10
Columbus GA,522,53,Housing,2020-03-10
Dothan AL,606,0,Housing,2020-03-10
Jacksonville FL,561,0,Housing,2020-03-10
Macon GA,503,26,Housing,2020-03-10
Savannah GA,507,72,Housing,2020-03-10
Tallahassee FL-Thomasville GA,530,37,Housing,2020-03-10
Albany GA,525,53,Housing,2020-03-11
Atlanta GA,524,64,Housing,2020-03-11
Augusta GA,520,100,Housing,2020-03-11
Chattanooga TN,575,17,Housing,2020-03-11
Columbus GA,522,0,Housing,2020-03-11
Dothan AL,606,0,Housing,2020-03-11
Jacksonville FL,561,8,Housing,2020-03-11
Macon GA,503,58,Housing,2020-03-11
Savannah GA,507,32,Housing,2020-03-11
Tallahassee FL-Thomasville GA,530,21,Housing,2020-03-11
Albany GA,525,100,Housing,2020-03-12
Atlanta GA,524,18,Housing,2020-03-12
Augusta GA,520,34,Housing,2020-03-12
Chattanooga TN,575,8,Housing,2020-03-12
Columbus GA,522,14,Housing,2020-03-12
Dothan AL,606,0,Housing,2020-03-12
Jacksonville FL,561,0,Housing,2020-03-12
Macon GA,503,27,Housing,2020-03-12
Savannah GA,507,16,Housing,2020-03-12
Tallahassee FL-Thomasville GA,530,10,Housing,2020-03-12
Albany GA,525,0,Housing,2020-03-13
Atlanta GA,524,35,Housing,2020-03-13
Augusta GA,520,100,Housing,2020-03-13
Chattanooga TN,575,0,Housing,2020-03-13
Columbus GA,522,25,Housing,2020-03-13
Dothan AL,606,0,Housing,2020-03-13
Jacksonville FL,561,0,Housing,2020-03-13
Macon GA,503,0,Housing,2020-03-13
Savannah GA,507,27,Housing,2020-03-13
Tallahassee FL-Thomasville GA,530,0,Housing,2020-03-13
Albany GA,525,89,Housing,2020-03-14
Atlanta GA,524,65,Housing,2020-03-14
Augusta GA,520,0,Housing,2020-03-14
Chattanooga TN,575,0,Housing,2020-03-14
Columbus GA,522,100,Housing,2020-03-14
Dothan AL,606,0,Housing,2020-03-14
Jacksonville FL,561,0,Housing,2020-03-14
Macon GA,503,0,Housing,2020-03-14
Savannah GA,507,0,Housing,2020-03-14
Tallahassee FL-Thomasville GA,530,0,Housing,2020-03-14
Albany GA,525,99,Housing,2020-03-15
Atlanta GA,524,76,Housing,2020-03-15
Augusta GA,520,81,Housing,2020-03-15
Chattanooga TN,575,0,Housing,2020-03-15
Columbus GA,522,98,Housing,2020-03-15
Dothan AL,606,0,Housing,2020-03-15
Jacksonville FL,561,13,Housing,2020-03-15
Macon GA,503,100,Housing,2020-03-15
Savannah GA,507,86,Housing,2020-03-15
Tallahassee FL-Thomasville GA,530,43,Housing,2020-03-15
Albany GA,525,62,Housing,2020-03-16
Atlanta GA,524,38,Housing,2020-03-16
Augusta GA,520,28,Housing,2020-03-16
Chattanooga TN,575,10,Housing,2020-03-16
Columbus GA,522,100,Housing,2020-03-16
Dothan AL,606,0,Housing,2020-03-16
Jacksonville FL,561,9,Housing,2020-03-16
Macon GA,503,17,Housing,2020-03-16
Savannah GA,507,30,Housing,2020-03-16
Tallahassee FL-Thomasville GA,530,14,Housing,2020-03-16
Albany GA,525,100,Housing,2020-03-17
Atlanta GA,524,32,Housing,2020-03-17
Augusta GA,520,22,Housing,2020-03-17
Chattanooga TN,575,0,Housing,2020-03-17
Columbus GA,522,27,Housing,2020-03-17
Dothan AL,606,0,Housing,2020-03-17
Jacksonville FL,561,0,Housing,2020-03-17
Macon GA,503,14,Housing,2020-03-17
Savannah GA,507,32,Housing,2020-03-17
Tallahassee FL-Thomasville GA,530,22,Housing,2020-03-17
Albany GA,525,84,Housing,2020-03-18
Atlanta GA,524,86,Housing,2020-03-18
Augusta GA,520,70,Housing,2020-03-18
Chattanooga TN,575,25,Housing,2020-03-18
Columbus GA,522,0,Housing,2020-03-18
Dothan AL,606,0,Housing,2020-03-18
Jacksonville FL,561,12,Housing,2020-03-18
Macon GA,503,41,Housing,2020-03-18
Savannah GA,507,100,Housing,2020-03-18
Tallahassee FL-Thomasville GA,530,72,Housing,2020-03-18
Albany GA,525,65,Housing,2020-03-19
Atlanta GA,524,100,Housing,2020-03-19
Augusta GA,520,54,Housing,2020-03-19
Chattanooga TN,575,0,Housing,2020-03-19
Columbus GA,522,66,Housing,2020-03-19
Dothan AL,606,0,Housing,2020-03-19
Jacksonville FL,561,0,Housing,2020-03-19
Macon GA,503,65,Housing,2020-03-19
Savannah GA,507,19,Housing,2020-03-19
Tallahassee FL-Thomasville GA,530,28,Housing,2020-03-19
Albany GA,525,64,Housing,2020-03-20
Atlanta GA,524,92,Housing,2020-03-20
Augusta GA,520,56,Housing,2020-03-20
Chattanooga TN,575,0,Housing,2020-03-20
Columbus GA,522,0,Housing,2020-03-20
Dothan AL,606,0,Housing,2020-03-20
Jacksonville FL,561,0,Housing,2020-03-20
Macon GA,503,65,Housing,2020-03-20
Savannah GA,507,100,Housing,2020-03-20
Tallahassee FL-Thomasville GA,530,29,Housing,2020-03-20
Albany GA,525,100,Housing,2020-03-21
Atlanta GA,524,46,Housing,2020-03-21
Augusta GA,520,0,Housing,2020-03-21
Chattanooga TN,575,47,Housing,2020-03-21
Columbus GA,522,0,Housing,2020-03-21
Dothan AL,606,0,Housing,2020-03-21
Jacksonville FL,561,0,Housing,2020-03-21
Macon GA,503,76,Housing,2020-03-21
Savannah GA,507,60,Housing,2020-03-21
Tallahassee FL-Thomasville GA,530,22,Housing,2020-03-21
Albany GA,525,100,Housing,2020-03-22
Atlanta GA,524,64,Housing,2020-03-22
Augusta GA,520,0,Housing,2020-03-22
Chattanooga TN,575,31,Housing,2020-03-22
Columbus GA,522,79,Housing,2020-03-22
Dothan AL,606,0,Housing,2020-03-22
Jacksonville FL,561,0,Housing,2020-03-22
Macon GA,503,51,Housing,2020-03-22
Savannah GA,507,30,Housing,2020-03-22
Tallahassee FL-Thomasville GA,530,22,Housing,2020-03-22
Albany GA,525,39,Housing,2020-03-23
Atlanta GA,524,59,Housing,2020-03-23
Augusta GA,520,48,Housing,2020-03-23
Chattanooga TN,575,12,Housing,2020-03-23
Columbus GA,522,100,Housing,2020-03-23
Dothan AL,606,0,Housing,2020-03-23
Jacksonville FL,561,5,Housing,2020-03-23
Macon GA,503,40,Housing,2020-03-23
Savannah GA,507,24,Housing,2020-03-23
Tallahassee FL-Thomasville GA,530,0,Housing,2020-03-23
Albany GA,525,0,Housing,2020-03-24
Atlanta GA,524,100,Housing,2020-03-24
Augusta GA,520,33,Housing,2020-03-24
Chattanooga TN,575,23,Housing,2020-03-24
Columbus GA,522,82,Housing,2020-03-24
Dothan AL,606,0,Housing,2020-03-24
Jacksonville FL,561,11,Housing,2020-03-24
Macon GA,503,82,Housing,2020-03-24
Savannah GA,507,95,Housing,2020-03-24
Tallahassee FL-Thomasville GA,530,0,Housing,2020-03-24
Albany GA,525,63,Housing,2020-03-25
Atlanta GA,524,87,Housing,2020-03-25
Augusta GA,520,27,Housing,2020-03-25
Chattanooga TN,575,19,Housing,2020-03-25
Columbus GA,522,0,Housing,2020-03-25
Dothan AL,606,0,Housing,2020-03-25
Jacksonville FL,561,9,Housing,2020-03-25
Macon GA,503,100,Housing,2020-03-25
Savannah GA,507,38,Housing,2020-03-25
Tallahassee FL-Thomasville GA,530,0,Housing,2020-03-25
Albany GA,525,100,Housing,2020-03-26
Atlanta GA,524,48,Housing,2020-03-26
Augusta GA,520,64,Housing,2020-03-26
Chattanooga TN,575,47,Housing,2020-03-26
Columbus GA,522,0,Housing,2020-03-26
Dothan AL,606,0,Housing,2020-03-26
Jacksonville FL,561,0,Housing,2020-03-26
Macon GA,503,53,Housing,2020-03-26
Savannah GA,507,15,Housing,2020-03-26
Tallahassee FL-Thomasville GA,530,21,Housing,2020-03-26
Albany GA,525,0,Housing,2020-03-27
Atlanta GA,524,39,Housing,2020-03-27
Augusta GA,520,42,Housing,2020-03-27
Chattanooga TN,575,15,Housing,2020-03-27
Columbus GA,522,26,Housing,2020-03-27
Dothan AL,606,0,Housing,2020-03-27
Jacksonville FL,561,7,Housing,2020-03-27
Macon GA,503,100,Housing,2020-03-27
Savannah GA,507,15,Housing,2020-03-27
Tallahassee FL-Thomasville GA,530,41,Housing,2020-03-27
Albany GA,525,0,Housing,2020-03-28
Atlanta GA,524,52,Housing,2020-03-28
Augusta GA,520,0,Housing,2020-03-28
Chattanooga TN,575,20,Housing,2020-03-28
Columbus GA,522,100,Housing,2020-03-28
Dothan AL,606,0,Housing,2020-03-28
Jacksonville FL,561,18,Housing,2020-03-28
Macon GA,503,68,Housing,2020-03-28
Savannah GA,507,20,Housing,2020-03-28
Tallahassee FL-Thomasville GA,530,0,Housing,2020-03-28
Albany GA,525,37,Housing,2020-03-29
Atlanta GA,524,38,Housing,2020-03-29
Augusta GA,520,32,Housing,2020-03-29
Chattanooga TN,575,0,Housing,2020-03-29
Columbus GA,522,0,Housing,2020-03-29
Dothan AL,606,0,Housing,2020-03-29
Jacksonville FL,561,15,Housing,2020-03-29
Macon GA,503,100,Housing,2020-03-29
Savannah GA,507,45,Housing,2020-03-29
Tallahassee FL-Thomasville GA,530,16,Housing,2020-03-29
Albany GA,525,0,Housing,2020-03-30
Atlanta GA,524,62,Housing,2020-03-30
Augusta GA,520,24,Housing,2020-03-30
Chattanooga TN,575,17,Housing,2020-03-30
Columbus GA,522,30,Housing,2020-03-30
Dothan AL,606,0,Housing,2020-03-30
Jacksonville FL,561,7,Housing,2020-03-30
Macon GA,503,59,Housing,2020-03-30
Savannah GA,507,100,Housing,2020-03-30
Tallahassee FL-Thomasville GA,530,47,Housing,2020-03-30
Albany GA,525,0,Housing,2020-03-31
Atlanta GA,524,100,Housing,2020-03-31
Augusta GA,520,78,Housing,2020-03-31
Chattanooga TN,575,0,Housing,2020-03-31
Columbus GA,522,99,Housing,2020-03-31
Dothan AL,606,0,Housing,2020-03-31
Jacksonville FL,561,12,Housing,2020-03-31
Macon GA,503,47,Housing,2020-03-31
Savannah GA,507,80,Housing,2020-03-31
Tallahassee FL-Thomasville GA,530,38,Housing,2020-03-31
Albany GA,525,95,Employment,2020-03-01
Atlanta GA,524,75,Employment,2020-03-01
Augusta GA,520,73,Employment,2020-03-01
Chattanooga TN,575,27,Employment,2020-03-01
Columbus GA,522,43,Employment,2020-03-01
Dothan AL,606,0,Employment,2020-03-01
Jacksonville FL,561,8,Employment,2020-03-01
Macon GA,503,100,Employment,2020-03-01
Savannah GA,507,91,Employment,2020-03-01
Tallahassee FL-Thomasville GA,530,41,Employment,2020-03-01
Albany GA,525,73,Employment,2020-03-02
Atlanta GA,524,79,Employment,2020-03-02
Augusta GA,520,57,Employment,2020-03-02
Chattanooga TN,575,28,Employment,2020-03-02
Columbus GA,522,63,Employment,2020-03-02
Dothan AL,606,11,Employment,2020-03-02
Jacksonville FL,561,9,Employment,2020-03-02
Macon GA,503,100,Employment,2020-03-02
Savannah GA,507,76,Employment,2020-03-02
Tallahassee FL-Thomasville GA,530,38,Employment,2020-03-02
Albany GA,525,61,Employment,2020-03-03
Atlanta GA,524,77,Employment,2020-03-03
Augusta GA,520,55,Employment,2020-03-03
Chattanooga TN,575,13,Employment,2020-03-03
Columbus GA,522,46,Employment,2020-03-03
Dothan AL,606,9,Employment,2020-03-03
Jacksonville FL,561,7,Employment,2020-03-03
Macon GA,503,100,Employment,2020-03-03
Savannah GA,507,67,Employment,2020-03-03
Tallahassee FL-Thomasville GA,530,27,Employment,2020-03-03
Albany GA,525,100,Employment,2020-03-04
Atlanta GA,524,72,Employment,2020-03-04
Augusta GA,520,80,Employment,2020-03-04
Chattanooga TN,575,32,Employment,2020-03-04
Columbus GA,522,40,Employment,2020-03-04
Dothan AL,606,0,Employment,2020-03-04
Jacksonville FL,561,10,Employment,2020-03-04
Macon GA,503,84,Employment,2020-03-04
Savannah GA,507,79,Employment,2020-03-04
Tallahassee FL-Thomasville GA,530,13,Employment,2020-03-04
Albany GA,525,82,Employment,2020-03-05
Atlanta GA,524,89,Employment,2020-03-05
Augusta GA,520,53,Employment,2020-03-05
Chattanooga TN,575,34,Employment,2020-03-05
Columbus GA,522,68,Employment,2020-03-05
Dothan AL,606,0,Employment,2020-03-05
Jacksonville FL,561,17,Employment,2020-03-05
Macon GA,503,100,Employment,2020-03-05
Savannah GA,507,86,Employment,2020-03-05
Tallahassee FL-Thomasville GA,530,17,Employment,2020-03-05
Albany GA,525,91,Employment,2020-03-06
Atlanta GA,524,88,Employment,2020-03-06
Augusta GA,520,60,Employment,2020-03-06
Chattanooga TN,575,35,Employment,2020-03-06
Columbus GA,522,29,Employment,2020-03-06
Dothan AL,606,15,Employment,2020-03-06
Jacksonville FL,561,9,Employment,2020-03-06
Macon GA,503,100,Employment,2020-03-06
Savannah GA,507,59,Employment,2020-03-06
Tallahassee FL-Thomasville GA,530,36,Employment,2020-03-06
Albany GA,525,100,Employment,2020-03-07
Atlanta GA,524,99,Employment,2020-03-07
Augusta GA,520,73,Employment,2020-03-07
Chattanooga TN,575,32,Employment,2020-03-07
Columbus GA,522,95,Employment,2020-03-07
Dothan AL,606,23,Employment,2020-03-07
Jacksonville FL,561,23,Employment,2020-03-07
Macon GA,503,89,Employment,2020-03-07
Savannah GA,507,59,Employment,2020-03-07
Tallahassee FL-Thomasville GA,530,0,Employment,2020-03-07
Albany GA,525,100,Employment,2020-03-08
Atlanta GA,524,83,Employment,2020-03-08
Augusta GA,520,55,Employment,2020-03-08
Chattanooga TN,575,13,Employment,2020-03-08
Columbus GA,522,40,Employment,2020-03-08
Dothan AL,606,0,Employment,2020-03-08
Jacksonville FL,561,7,Employment,2020-03-08
Macon GA,503,81,Employment,2020-03-08
Savannah GA,507,73,Employment,2020-03-08
Tallahassee FL-Thomasville GA,530,20,Employment,2020-03-08
Albany GA,525,100,Employment,2020-03-09
Atlanta GA,524,63,Employment,2020-03-09
Augusta GA,520,48,Employment,2020-03-09
Chattanooga TN,575,18,Employment,2020-03-09
Columbus GA,522,54,Employment,2020-03-09
Dothan AL,606,0,Employment,2020-03-09
Jacksonville FL,561,5,Employment,2020-03-09
Macon GA,503,62,Employment,2020-03-09
Savannah GA,507,73,Employment,2020-03-09
Tallahassee FL-Thomasville GA,530,15,Employment,2020-03-09
Albany GA,525,74,Employment,2020-03-10
Atlanta GA,524,75,Employment,2020-03-10
Augusta GA,520,78,Employment,2020-03-10
Chattanooga TN,575,23,Employment,2020-03-10
Columbus GA,522,39,Employment,2020-03-10
Dothan AL,606,0,Employment,2020-03-10
Jacksonville FL,561,7,Employment,2020-03-10
Macon GA,503,100,Employment,2020-03-10
Savannah GA,507,74,Employment,2020-03-10
Tallahassee FL-Thomasville GA,530,24,Employment,2020-03-10
Albany GA,525,57,Employment,2020-03-11
Atlanta GA,524,79,Employment,2020-03-11
Augusta GA,520,77,Employment,2020-03-11
Chattanooga TN,575,18,Employment,2020-03-11
Columbus GA,522,53,Employment,2020-03-11
Dothan AL,606,0,Employment,2020-03-11
Jacksonville FL,561,6,Employment,2020-03-11
Macon GA,503,100,Employment,2020-03-11
Savannah GA,507,82,Employment,2020-03-11
Tallahassee FL-Thomasville GA,530,11,Employment,2020-03-11
Albany GA,525,100,Employment,2020-03-12
Atlanta GA,524,74,Employment,2020-03-12
Augusta GA,520,68,Employment,2020-03-12
Chattanooga TN,575,19,Employment,2020-03-12
Columbus GA,522,33,Employment,2020-03-12
Dothan AL,606,0,Employment,2020-03-12
Jacksonville FL,561,10,Employment,2020-03-12
Macon GA,503,65,Employment,2020-03-12
Savannah GA,507,100,Employment,2020-03-12
Tallahassee FL-Thomasville GA,530,37,Employment,2020-03-12
Albany GA,525,100,Employment,2020-03-13
Atlanta GA,524,76,Employment,2020-03-13
Augusta GA,520,65,Employment,2020-03-13
Chattanooga TN,575,3,Employment,2020-03-13
Columbus GA,522,12,Employment,2020-03-13
Dothan AL,606,0,Employment,2020-03-13
Jacksonville FL,561,8,Employment,2020-03-13
Macon GA,503,66,Employment,2020-03-13
Savannah GA,507,68,Employment,2020-03-13
Tallahassee FL-Thomasville GA,530,28,Employment,2020-03-13
Albany GA,525,38,Employment,2020-03-14
Atlanta GA,524,100,Employment,2020-03-14
Augusta GA,520,82,Employment,2020-03-14
Chattanooga TN,575,36,Employment,2020-03-14
Columbus GA,522,65,Employment,2020-03-14
Dothan AL,606,26,Employment,2020-03-14
Jacksonville FL,561,5,Employment,2020-03-14
Macon GA,503,92,Employment,2020-03-14
Savannah GA,507,86,Employment,2020-03-14
Tallahassee FL-Thomasville GA,530,59,Employment,2020-03-14
Albany GA,525,82,Employment,2020-03-15
Atlanta GA,524,72,Employment,2020-03-15
Augusta GA,520,65,Employment,2020-03-15
Chattanooga TN,575,10,Employment,2020-03-15
Columbus GA,522,28,Employment,2020-03-15
Dothan AL,606,0,Employment,2020-03-15
Jacksonville FL,561,6,Employment,2020-03-15
Macon GA,503,75,Employment,2020-03-15
Savannah GA,507,100,Employment,2020-03-15
Tallahassee FL-Thomasville GA,530,33,Employment,2020-03-15
Albany GA,525,100,Employment,2020-03-16
Atlanta GA,524,86,Employment,2020-03-16
Augusta GA,520,77,Employment,2020-03-16
Chattanooga TN,575,18,Employment,2020-03-16
Columbus GA,522,55,Employment,2020-03-16
Dothan AL,606,0,Employment,2020-03-16
Jacksonville FL,561,8,Employment,2020-03-16
Macon GA,503,96,Employment,2020-03-16
Savannah GA,507,75,Employment,2020-03-16
Tallahassee FL-Thomasville GA,530,15,Employment,2020-03-16
Albany GA,525,100,Employment,2020-03-17
Atlanta GA,524,87,Employment,2020-03-17
Augusta GA,520,65,Employment,2020-03-17
Chattanooga TN,575,15,Employment,2020-03-17
Columbus GA,522,47,Employment,2020-03-17
Dothan AL,606,10,Employment,2020-03-17
Jacksonville FL,561,7,Employment,2020-03-17
Macon GA,503,74,Employment,2020-03-17
Savannah GA,507,59,Employment,2020-03-17
Tallahassee FL-Thomasville GA,530,25,Employment,2020-03-17
Albany GA,525,78,Employment,2020-03-18
Atlanta GA,524,100,Employment,2020-03-18
Augusta GA,520,72,Employment,2020-03-18
Chattanooga TN,575,44,Employment,2020-03-18
Columbus GA,522,54,Employment,2020-03-18
Dothan AL,606,0,Employment,2020-03-18
Jacksonville FL,561,8,Employment,2020-03-18
Macon GA,503,72,Employment,2020-03-18
Savannah GA,507,78,Employment,2020-03-18
Tallahassee FL-Thomasville GA,530,19,Employment,2020-03-18
Albany GA,525,100,Employment,2020-03-19
Atlanta GA,524,94,Employment,2020-03-19
Augusta GA,520,47,Employment,2020-03-19
Chattanooga TN,575,29,Employment,2020-03-19
Columbus GA,522,70,Employment,2020-03-19
Dothan AL,606,0,Employment,2020-03-19
Jacksonville FL,561,9,Employment,2020-03-19
Macon GA,503,88,Employment,2020-03-19
